,Country_Name,Indicator_Name,Region,Income_Group,Year,Value
268,Niger,Government expenditure per primary student as % of GDP per capita (%),Sub-Saharan Africa,Low income,1998,
269,Norway,Government expenditure per primary student as % of GDP per capita (%),Europe & Central Asia,High income: OECD,1998,21.38928032
270,Oman,Government expenditure per primary student as % of GDP per capita (%),Middle East & North Africa,High income: nonOECD,1998,11.4042902
271,Pakistan,Government expenditure per primary student as % of GDP per capita (%),South Asia,Lower middle income,1998,
272,Panama,Government expenditure per primary student as % of GDP per capita (%),Latin America & Caribbean,Upper middle income,1998,
273,Paraguay,Government expenditure per primary student as % of GDP per capita (%),Latin America & Caribbean,Lower middle income,1998,
274,Peru,Government expenditure per primary student as % of GDP per capita (%),Latin America & Caribbean,Upper middle income,1998,7.741030216
275,Philippines,Government expenditure per primary student as % of GDP per capita (%),East Asia & Pacific,Lower middle income,1998,
276,Poland,Government expenditure per primary student as % of GDP per capita (%),Europe & Central Asia,High income: OECD,1998,
277,Portugal,Government expenditure per primary student as % of GDP per capita (%),Europe & Central Asia,High income: OECD,1998,
278,Romania,Government expenditure per primary student as % of GDP per capita (%),Europe & Central Asia,Upper middle income,1998,
279,Rwanda,Government expenditure per primary student as % of GDP per capita (%),Sub-Saharan Africa,Low income,1998,
280,Samoa,Government expenditure per primary student as % of GDP per capita (%),East Asia & Pacific,Lower middle income,1998,
281,San Marino,Government expenditure per primary student as % of GDP per capita (%),Europe & Central Asia,High income: nonOECD,1998,
282,Sao Tome and Principe,Government expenditure per primary student as % of GDP per capita (%),,,1998,
283,Saudi Arabia,Government expenditure per primary student as % of GDP per capita (%),Middle East & North Africa,High income: nonOECD,1998,
284,Senegal,Government expenditure per primary student as % of GDP per capita (%),Sub-Saharan Africa,Lower middle income,1998,11.67160034
285,Serbia,Government expenditure per primary student as % of GDP per capita (%),Europe & Central Asia,Upper middle income,1998,
286,Seychelles,Government expenditure per primary student as % of GDP per capita (%),Sub-Saharan Africa,Upper middle income,1998,8.610420227
287,Sierra Leone,Government expenditure per primary student as % of GDP per capita (%),Sub-Saharan Africa,Low income,1998,
288,Singapore,Government expenditure per primary student as % of GDP per capita (%),East Asia & Pacific,High income: nonOECD,1998,
289,Sint Maarten (Dutch part),Government expenditure per primary student as % of GDP per capita (%),Latin America & Caribbean,High income: nonOECD,1998,
290,Slovak Republic,Government expenditure per primary student as % of GDP per capita (%),Europe & Central Asia,High income: OECD,1998,
291,Slovenia,Government expenditure per primary student as % of GDP per capita (%),Europe & Central Asia,High income: OECD,1998,
292,Solomon Islands,Government expenditure per primary student as % of GDP per capita (%),East Asia & Pacific,Lower middle income,1998,
293,Somalia,Government expenditure per primary student as % of GDP per capita (%),Sub-Saharan Africa,Low income,1998,
294,South Africa,Government expenditure per primary student as % of GDP per capita (%),Sub-Saharan Africa,Upper middle income,1998,
295,South Asia,Government expenditure per primary student as % of GDP per capita (%),0,0,1998,
296,South Sudan,Government expenditure per primary student as % of GDP per capita (%),Sub-Saharan Africa,Lower middle income,1998,
297,Spain,Government expenditure per primary student as % of GDP per capita (%),Europe & Central Asia,High income: OECD,1998,16.75812912
298,Sri Lanka,Government expenditure per primary student as % of GDP per capita (%),South Asia,Lower middle income,1998,
299,St. Kitts and Nevis,Government expenditure per primary student as % of GDP per capita (%),Latin America & Caribbean,High income: nonOECD,1998,14.46086979
300,St. Lucia,Government expenditure per primary student as % of GDP per capita (%),Latin America & Caribbean,Upper middle income,1998,
301,St. Martin (French part),Government expenditure per primary student as % of GDP per capita (%),Latin America & Caribbean,High income: nonOECD,1998,
302,St. Vincent and the Grenadines,Government expenditure per primary student as % of GDP per capita (%),Latin America & Caribbean,Upper middle income,1998,13.7315197
303,Swaziland,Government expenditure per primary student as % of GDP per capita (%),Sub-Saharan Africa,Lower middle income,1998,
304,Sweden,Government expenditure per primary student as % of GDP per capita (%),Europe & Central Asia,High income: OECD,1998,22.38858986
305,Switzerland,Government expenditure per primary student as % of GDP per capita (%),Europe & Central Asia,High income: OECD,1998,21.63200951
306,Syrian Arab Republic,Government expenditure per primary student as % of GDP per capita (%),Middle East & North Africa,Lower middle income,1998,9.837949753
307,Tanzania,Government expenditure per primary student as % of GDP per capita (%),Sub-Saharan Africa,Low income,1998,
308,Thailand,Government expenditure per primary student as % of GDP per capita (%),East Asia & Pacific,Upper middle income,1998,12.66366005
309,Timor-Leste,Government expenditure per primary student as % of GDP per capita (%),East Asia & Pacific,Lower middle income,1998,
310,Togo,Government expenditure per primary student as % of GDP per capita (%),Sub-Saharan Africa,Low income,1998,9.264550209
311,Tonga,Government expenditure per primary student as % of GDP per capita (%),East Asia & Pacific,Upper middle income,1998,9.229590416
312,Trinidad and Tobago,Government expenditure per primary student as % of GDP per capita (%),Latin America & Caribbean,High income: nonOECD,1998,
313,Tunisia,Government expenditure per primary student as % of GDP per capita (%),Middle East & North Africa,Upper middle income,1998,
314,Turkey,Government expenditure per primary student as % of GDP per capita (%),Europe & Central Asia,Upper middle income,1998,
315,Uganda,Government expenditure per primary student as % of GDP per capita (%),Sub-Saharan Africa,Low income,1998,
316,Ukraine,Government expenditure per primary student as % of GDP per capita (%),Europe & Central Asia,Lower middle income,1998,
317,United Arab Emirates,Government expenditure per primary student as % of GDP per capita (%),Middle East & North Africa,High income: nonOECD,1998,5.872529984
318,United Kingdom,Government expenditure per primary student as % of GDP per capita (%),Europe & Central Asia,High income: OECD,1998,12.62407017
319,United States,Government expenditure per primary student as % of GDP per capita (%),North America,High income: OECD,1998,16.54000092
320,Uruguay,Government expenditure per primary student as % of GDP per capita (%),Latin America & Caribbean,High income: nonOECD,1998,
321,Vanuatu,Government expenditure per primary student as % of GDP per capita (%),East Asia & Pacific,Lower middle income,1998,11.2641201
322,"Venezuela, RB",Government expenditure per primary student as % of GDP per capita (%),Latin America & Caribbean,Upper middle income,1998,
323,Vietnam,Government expenditure per primary student as % of GDP per capita (%),East Asia & Pacific,Lower middle income,1998,
324,Zambia,Government expenditure per primary student as % of GDP per capita (%),Sub-Saharan Africa,Lower middle income,1998,
325,Zimbabwe,Government expenditure per primary student as % of GDP per capita (%),Sub-Saharan Africa,Low income,1998,
326,Afghanistan,Government expenditure per primary student as % of GDP per capita (%),South Asia,Low income,1999,
327,Algeria,Government expenditure per primary student as % of GDP per capita (%),Middle East & North Africa,Upper middle income,1999,12.24065971
328,Andorra,Government expenditure per primary student as % of GDP per capita (%),Europe & Central Asia,High income: nonOECD,1999,
329,Argentina,Government expenditure per primary student as % of GDP per capita (%),Latin America & Caribbean,Upper middle income,1999,12.48548985
330,Armenia,Government expenditure per primary student as % of GDP per capita (%),Europe & Central Asia,Lower middle income,1999,
331,Aruba,Government expenditure per primary student as % of GDP per capita (%),Latin America & Caribbean,High income: nonOECD,1999,11.59090042
332,Australia,Government expenditure per primary student as % of GDP per capita (%),East Asia & Pacific,High income: OECD,1999,
333,Austria,Government expenditure per primary student as % of GDP per capita (%),Europe & Central Asia,High income: OECD,1999,24.40616989
334,Bahrain,Government expenditure per primary student as % of GDP per capita (%),Middle East & North Africa,High income: nonOECD,1999,
335,Bangladesh,Government expenditure per primary student as % of GDP per capita (%),South Asia,Low income,1999,
336,Barbados,Government expenditure per primary student as % of GDP per capita (%),Latin America & Caribbean,High income: nonOECD,1999,10.49765015
337,Belgium,Government expenditure per primary student as % of GDP per capita (%),Europe & Central Asia,High income: OECD,1999,
338,Belize,Government expenditure per primary student as % of GDP per capita (%),Latin America & Caribbean,Upper middle income,1999,16.87652016
339,Benin,Government expenditure per primary student as % of GDP per capita (%),Sub-Saharan Africa,Low income,1999,
340,Bermuda,Government expenditure per primary student as % of GDP per capita (%),North America,High income: nonOECD,1999,
341,Bhutan,Government expenditure per primary student as % of GDP per capita (%),South Asia,Lower middle income,1999,
342,Bolivia,Government expenditure per primary student as % of GDP per capita (%),Latin America & Caribbean,Lower middle income,1999,14.26062965
