Country_Name,Indicator_Name,Region,Income_Group,2010
Canada,"Youth literacy rate, population 15-24 years, female (%)",North America,High income: OECD,
Canada,"Youth literacy rate, population 15-24 years, male (%)",North America,High income: OECD,
Cayman Islands,"Adult literacy rate, population 15+ years, female (%)",Latin America & Caribbean,High income: nonOECD,99.02148
Cayman Islands,"Adult literacy rate, population 15+ years, male (%)",Latin America & Caribbean,High income: nonOECD,98.72239
Cayman Islands,"Elderly literacy rate, population 65+ years, female (%)",Latin America & Caribbean,High income: nonOECD,98.61687
Cayman Islands,"Elderly literacy rate, population 65+ years, male (%)",Latin America & Caribbean,High income: nonOECD,90.62725
Cayman Islands,"Literacy rate, population 25-64 years, female (%)",Latin America & Caribbean,High income: nonOECD,99.12397
Cayman Islands,"Literacy rate, population 25-64 years, male (%)",Latin America & Caribbean,High income: nonOECD,99.32203
Cayman Islands,"Youth literacy rate, population 15-24 years, female (%)",Latin America & Caribbean,High income: nonOECD,98.62333
Cayman Islands,"Youth literacy rate, population 15-24 years, male (%)",Latin America & Caribbean,High income: nonOECD,99.14231
Central African Republic,"Adult literacy rate, population 15+ years, female (%)",Sub-Saharan Africa,Low income,24.35549
Central African Republic,"Adult literacy rate, population 15+ years, male (%)",Sub-Saharan Africa,Low income,50.71271
Central African Republic,"Elderly literacy rate, population 65+ years, female (%)",Sub-Saharan Africa,Low income,17.2606
Central African Republic,"Elderly literacy rate, population 65+ years, male (%)",Sub-Saharan Africa,Low income,55.54879
Central African Republic,"Literacy rate, population 25-64 years, female (%)",Sub-Saharan Africa,Low income,23.1835
Central African Republic,"Literacy rate, population 25-64 years, male (%)",Sub-Saharan Africa,Low income,51.31288
Central African Republic,"Youth literacy rate, population 15-24 years, female (%)",Sub-Saharan Africa,Low income,26.97133
Central African Republic,"Youth literacy rate, population 15-24 years, male (%)",Sub-Saharan Africa,Low income,48.8571
Chad,"Adult literacy rate, population 15+ years, female (%)",Sub-Saharan Africa,Low income,13.93341
Chad,"Adult literacy rate, population 15+ years, male (%)",Sub-Saharan Africa,Low income,38.9182
Chad,"Elderly literacy rate, population 65+ years, female (%)",Sub-Saharan Africa,Low income,0.54559
Chad,"Elderly literacy rate, population 65+ years, male (%)",Sub-Saharan Africa,Low income,14.14847
Chad,"Literacy rate, population 25-64 years, female (%)",Sub-Saharan Africa,Low income,8.63821
Chad,"Literacy rate, population 25-64 years, male (%)",Sub-Saharan Africa,Low income,34.27514
Chad,"Youth literacy rate, population 15-24 years, female (%)",Sub-Saharan Africa,Low income,25.99362
Chad,"Youth literacy rate, population 15-24 years, male (%)",Sub-Saharan Africa,Low income,51.8363
Channel Islands,"Adult literacy rate, population 15+ years, female (%)",Europe & Central Asia,High income: nonOECD,
Channel Islands,"Adult literacy rate, population 15+ years, male (%)",Europe & Central Asia,High income: nonOECD,
Channel Islands,"Elderly literacy rate, population 65+ years, female (%)",Europe & Central Asia,High income: nonOECD,
Channel Islands,"Elderly literacy rate, population 65+ years, male (%)",Europe & Central Asia,High income: nonOECD,
Channel Islands,"Literacy rate, population 25-64 years, female (%)",Europe & Central Asia,High income: nonOECD,
Channel Islands,"Literacy rate, population 25-64 years, male (%)",Europe & Central Asia,High income: nonOECD,
Channel Islands,"Youth literacy rate, population 15-24 years, female (%)",Europe & Central Asia,High income: nonOECD,
Channel Islands,"Youth literacy rate, population 15-24 years, male (%)",Europe & Central Asia,High income: nonOECD,
Chile,"Adult literacy rate, population 15+ years, female (%)",Latin America & Caribbean,High income: OECD,98.49128
Chile,"Adult literacy rate, population 15+ years, male (%)",Latin America & Caribbean,High income: OECD,98.6072
Chile,"Elderly literacy rate, population 65+ years, female (%)",Latin America & Caribbean,High income: OECD,95.35641
Chile,"Elderly literacy rate, population 65+ years, male (%)",Latin America & Caribbean,High income: OECD,95.26715
Chile,"Literacy rate, population 25-64 years, female (%)",Latin America & Caribbean,High income: OECD,98.91632
Chile,"Literacy rate, population 25-64 years, male (%)",Latin America & Caribbean,High income: OECD,98.99196
Chile,"Youth literacy rate, population 15-24 years, female (%)",Latin America & Caribbean,High income: OECD,98.89002
Chile,"Youth literacy rate, population 15-24 years, male (%)",Latin America & Caribbean,High income: OECD,98.85938
China,"Adult literacy rate, population 15+ years, female (%)",East Asia & Pacific,Upper middle income,92.71123
China,"Adult literacy rate, population 15+ years, male (%)",East Asia & Pacific,Upper middle income,97.47946
China,"Elderly literacy rate, population 65+ years, female (%)",East Asia & Pacific,Upper middle income,62.64322
China,"Elderly literacy rate, population 65+ years, male (%)",East Asia & Pacific,Upper middle income,86.06095
China,"Literacy rate, population 25-64 years, female (%)",East Asia & Pacific,Upper middle income,95.6095
China,"Literacy rate, population 25-64 years, male (%)",East Asia & Pacific,Upper middle income,98.49897
China,"Youth literacy rate, population 15-24 years, female (%)",East Asia & Pacific,Upper middle income,99.59304
China,"Youth literacy rate, population 15-24 years, male (%)",East Asia & Pacific,Upper middle income,99.68962
Colombia,"Adult literacy rate, population 15+ years, female (%)",Latin America & Caribbean,Upper middle income,93.48679
Colombia,"Adult literacy rate, population 15+ years, male (%)",Latin America & Caribbean,Upper middle income,93.25019
Colombia,"Elderly literacy rate, population 65+ years, female (%)",Latin America & Caribbean,Upper middle income,75.35157
Colombia,"Elderly literacy rate, population 65+ years, male (%)",Latin America & Caribbean,Upper middle income,77.44049
Colombia,"Literacy rate, population 25-64 years, female (%)",Latin America & Caribbean,Upper middle income,94.4008
Colombia,"Literacy rate, population 25-64 years, male (%)",Latin America & Caribbean,Upper middle income,93.63615
Colombia,"Youth literacy rate, population 15-24 years, female (%)",Latin America & Caribbean,Upper middle income,98.5172
Colombia,"Youth literacy rate, population 15-24 years, male (%)",Latin America & Caribbean,Upper middle income,97.68272
Comoros,"Adult literacy rate, population 15+ years, female (%)",Sub-Saharan Africa,Low income,42.63729
Comoros,"Adult literacy rate, population 15+ years, male (%)",Sub-Saharan Africa,Low income,56.4798
Comoros,"Elderly literacy rate, population 65+ years, female (%)",Sub-Saharan Africa,Low income,3.1365
Comoros,"Elderly literacy rate, population 65+ years, male (%)",Sub-Saharan Africa,Low income,21.85516
Comoros,"Literacy rate, population 25-64 years, female (%)",Sub-Saharan Africa,Low income,33.34225
Comoros,"Literacy rate, population 25-64 years, male (%)",Sub-Saharan Africa,Low income,52.71296
Comoros,"Youth literacy rate, population 15-24 years, female (%)",Sub-Saharan Africa,Low income,69.59522
Comoros,"Youth literacy rate, population 15-24 years, male (%)",Sub-Saharan Africa,Low income,73.81077
"Congo, Dem. Rep.","Adult literacy rate, population 15+ years, female (%)",Sub-Saharan Africa,Low income,62.91864
"Congo, Dem. Rep.","Adult literacy rate, population 15+ years, male (%)",Sub-Saharan Africa,Low income,87.90839
"Congo, Dem. Rep.","Elderly literacy rate, population 65+ years, female (%)",Sub-Saharan Africa,Low income,20.81863
"Congo, Dem. Rep.","Elderly literacy rate, population 65+ years, male (%)",Sub-Saharan Africa,Low income,75.61684
"Congo, Dem. Rep.","Literacy rate, population 25-64 years, female (%)",Sub-Saharan Africa,Low income,59.08184
"Congo, Dem. Rep.","Literacy rate, population 25-64 years, male (%)",Sub-Saharan Africa,Low income,87.27055
"Congo, Dem. Rep.","Youth literacy rate, population 15-24 years, female (%)",Sub-Saharan Africa,Low income,76.6585
"Congo, Dem. Rep.","Youth literacy rate, population 15-24 years, male (%)",Sub-Saharan Africa,Low income,91.04756
"Congo, Rep.","Adult literacy rate, population 15+ years, female (%)",Sub-Saharan Africa,Lower middle income,72.87706
"Congo, Rep.","Adult literacy rate, population 15+ years, male (%)",Sub-Saharan Africa,Lower middle income,86.43431
"Congo, Rep.","Elderly literacy rate, population 65+ years, female (%)",Sub-Saharan Africa,Lower middle income,61.38425
"Congo, Rep.","Elderly literacy rate, population 65+ years, male (%)",Sub-Saharan Africa,Lower middle income,88.14956
"Congo, Rep.","Literacy rate, population 25-64 years, female (%)",Sub-Saharan Africa,Lower middle income,71.7576
"Congo, Rep.","Literacy rate, population 25-64 years, male (%)",Sub-Saharan Africa,Lower middle income,86.65503
"Congo, Rep.","Youth literacy rate, population 15-24 years, female (%)",Sub-Saharan Africa,Lower middle income,76.94608
"Congo, Rep.","Youth literacy rate, population 15-24 years, male (%)",Sub-Saharan Africa,Lower middle income,85.68361
Costa Rica,"Adult literacy rate, population 15+ years, female (%)",Latin America & Caribbean,Upper middle income,97.50041
Costa Rica,"Adult literacy rate, population 15+ years, male (%)",Latin America & Caribbean,Upper middle income,97.30633
Costa Rica,"Elderly literacy rate, population 65+ years, female (%)",Latin America & Caribbean,Upper middle income,90.48849
Costa Rica,"Elderly literacy rate, population 65+ years, male (%)",Latin America & Caribbean,Upper middle income,90.24373
Costa Rica,"Literacy rate, population 25-64 years, female (%)",Latin America & Caribbean,Upper middle income,97.91092
Costa Rica,"Literacy rate, population 25-64 years, male (%)",Latin America & Caribbean,Upper middle income,97.63539
Costa Rica,"Youth literacy rate, population 15-24 years, female (%)",Latin America & Caribbean,Upper middle income,99.25812
Costa Rica,"Youth literacy rate, population 15-24 years, male (%)",Latin America & Caribbean,Upper middle income,99.00768
Cote d'Ivoire,"Adult literacy rate, population 15+ years, female (%)",#N/A,#N/A,30.46172
Cote d'Ivoire,"Adult literacy rate, population 15+ years, male (%)",#N/A,#N/A,51.59267
Cote d'Ivoire,"Elderly literacy rate, population 65+ years, female (%)",#N/A,#N/A,13.56576
Cote d'Ivoire,"Elderly literacy rate, population 65+ years, male (%)",#N/A,#N/A,36.24392
Cote d'Ivoire,"Literacy rate, population 25-64 years, female (%)",#N/A,#N/A,27.86789
Cote d'Ivoire,"Literacy rate, population 25-64 years, male (%)",#N/A,#N/A,49.87937
Cote d'Ivoire,"Youth literacy rate, population 15-24 years, female (%)",#N/A,#N/A,38.75008
Cote d'Ivoire,"Youth literacy rate, population 15-24 years, male (%)",#N/A,#N/A,58.33263
Croatia,"Adult literacy rate, population 15+ years, female (%)",Europe & Central Asia,High income: nonOECD,98.66591
Croatia,"Adult literacy rate, population 15+ years, male (%)",Europe & Central Asia,High income: nonOECD,99.62971
Croatia,"Elderly literacy rate, population 65+ years, female (%)",Europe & Central Asia,High income: nonOECD,95.71671
Croatia,"Elderly literacy rate, population 65+ years, male (%)",Europe & Central Asia,High income: nonOECD,99.28057
Croatia,"Literacy rate, population 25-64 years, female (%)",Europe & Central Asia,High income: nonOECD,99.58874
Croatia,"Literacy rate, population 25-64 years, male (%)",Europe & Central Asia,High income: nonOECD,99.6995
Croatia,"Youth literacy rate, population 15-24 years, female (%)",Europe & Central Asia,High income: nonOECD,99.73572
Croatia,"Youth literacy rate, population 15-24 years, male (%)",Europe & Central Asia,High income: nonOECD,99.71204
Cuba,"Adult literacy rate, population 15+ years, female (%)",Latin America & Caribbean,Upper middle income,99.79988
Cuba,"Adult literacy rate, population 15+ years, male (%)",Latin America & Caribbean,Upper middle income,99.70606
Cuba,"Elderly literacy rate, population 65+ years, female (%)",Latin America & Caribbean,Upper middle income,99.17304
Cuba,"Elderly literacy rate, population 65+ years, male (%)",Latin America & Caribbean,Upper middle income,99.15391
Cuba,"Literacy rate, population 25-64 years, female (%)",Latin America & Caribbean,Upper middle income,99.76695
Cuba,"Literacy rate, population 25-64 years, male (%)",Latin America & Caribbean,Upper middle income,99.73646
Cuba,"Youth literacy rate, population 15-24 years, female (%)",Latin America & Caribbean,Upper middle income,99.8952
Cuba,"Youth literacy rate, population 15-24 years, male (%)",Latin America & Caribbean,Upper middle income,99.85527
Curacao,"Adult literacy rate, population 15+ years, female (%)",#N/A,#N/A,
Curacao,"Adult literacy rate, population 15+ years, male (%)",#N/A,#N/A,
Curacao,"Elderly literacy rate, population 65+ years, female (%)",#N/A,#N/A,
Curacao,"Elderly literacy rate, population 65+ years, male (%)",#N/A,#N/A,
Curacao,"Literacy rate, population 25-64 years, female (%)",#N/A,#N/A,
Curacao,"Literacy rate, population 25-64 years, male (%)",#N/A,#N/A,
Curacao,"Youth literacy rate, population 15-24 years, female (%)",#N/A,#N/A,
Curacao,"Youth literacy rate, population 15-24 years, male (%)",#N/A,#N/A,
Cyprus,"Adult literacy rate, population 15+ years, female (%)",Europe & Central Asia,High income: nonOECD,98.11623
